record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
25518,4,12,1997,20,PF,F,16.0,9.0
27832,5,3,1998,14,DM,F,36.0,43.0
31220,8,25,2000,12,PP,F,21.0,17.0
26626,7,29,1997,22,DM,F,37.0,40.0
32486,8,26,2001,3,OT,M,20.0,24.0
25475,4,12,1997,12,RM,M,16.0,10.0
11631,6,5,1986,9,DM,M,38.0,48.0
26891,9,28,1997,3,PB,F,27.0,31.0
22545,8,26,1995,17,DM,M,36.0,46.0
6600,9,18,1982,13,DM,M,36.0,48.0
12822,5,28,1987,18,DM,F,35.0,41.0
3762,1,12,1981,9,DM,F,35.0,40.0
20406,9,27,1992,14,DM,F,36.0,44.0
34806,10,5,2002,18,PB,F,25.0,29.0
17131,2,24,1990,12,SF,M,26.0,48.0
15792,3,14,1989,4,DM,M,38.0,49.0
33434,2,9,2002,3,DO,F,36.0,53.0
29760,6,12,1999,22,DM,M,37.0,53.0
18717,5,14,1991,14,DO,M,36.0,56.0
15347,1,10,1989,17,PE,M,20.0,19.0
12360,3,1,1987,20,DO,M,37.0,58.0
19937,4,5,1992,14,DM,F,34.0,46.0
23758,4,15,1996,3,RM,M,18.0,12.0
30139,12,6,1999,8,PB,F,25.0,32.0
11332,3,9,1986,1,DS,F,51.0,134.0
15074,11,5,1988,17,DO,M,35.0,60.0
7777,4,17,1983,8,PF,F,17.0,6.0
1857,7,3,1979,9,DS,F,48.0,116.0
28542,9,20,1998,1,DO,F,33.0,53.0
10540,7,23,1985,23,RM,M,19.0,11.0
1961,8,21,1979,13,OT,M,20.0,20.0
29239,2,21,1999,3,DM,M,37.0,48.0
28625,9,21,1998,11,OT,F,21.0,23.0
18091,12,15,1990,19,PE,F,22.0,23.0
14033,2,21,1988,21,RM,M,17.0,12.0
4975,11,22,1981,12,DS,M,52.0,161.0
23437,2,25,1996,14,DM,M,36.0,28.0
13545,10,24,1987,23,PM,M,19.0,10.0
7073,11,22,1982,9,DM,F,34.0,37.0
2084,10,24,1979,11,PP,M,21.0,16.0
31700,12,23,2000,13,PB,F,25.0,32.0
33121,11,18,2001,3,PE,F,22.0,24.0
18487,3,13,1991,12,DM,M,36.0,47.0
15091,11,6,1988,14,DM,M,37.0,60.0
34006,5,15,2002,17,PP,M,22.0,19.0
18001,11,10,1990,12,DM,F,36.0,46.0
21050,8,19,1993,18,PF,M,15.0,8.0
27464,1,31,1998,12,DM,M,39.0,43.0
22593,8,27,1995,8,PP,F,23.0,18.0
34938,10,6,2002,15,PP,F,23.0,19.0
28750,10,25,1998,4,DM,M,35.0,36.0
26884,9,28,1997,15,PF,F,15.0,7.0
34097,5,16,2002,6,DO,M,35.0,24.0
32062,5,26,2001,17,PB,M,27.0,29.0
5487,2,24,1982,2,PE,M,19.0,23.0
14779,8,9,1988,1,DM,M,40.0,42.0
33038,11,17,2001,2,PB,F,26.0,35.0
23619,3,24,1996,9,DM,F,37.0,36.0
22310,6,7,1995,1,DO,F,37.0,55.0
29785,6,13,1999,11,DM,F,34.0,45.0
5597,3,30,1982,1,PP,M,22.0,18.0
21484,4,10,1994,22,DM,M,39.0,47.0
12583,4,6,1987,8,DS,F,49.0,125.0
9606,9,30,1984,5,DM,F,34.0,22.0
9591,9,30,1984,4,DM,M,36.0,49.0
28623,9,21,1998,11,DM,M,35.0,20.0
2481,2,25,1980,11,DM,M,36.0,41.0
23127,12,21,1995,12,DM,F,37.0,42.0
10386,5,23,1985,16,DO,M,33.0,44.0
24809,12,18,1996,24,RM,F,16.0,11.0
30733,6,3,2000,2,PP,M,27.0,10.0
6689,10,23,1982,5,OT,M,21.0,23.0
28531,9,19,1998,22,PB,M,28.0,41.0
20565,12,22,1992,14,DM,M,35.0,44.0
14540,5,15,1988,2,DM,M,36.0,48.0
30793,6,3,2000,22,PB,M,26.0,18.0
13894,1,23,1988,19,RM,M,16.0,8.0
33592,3,13,2002,12,DO,M,36.0,32.0
5438,2,23,1982,5,DM,F,36.0,41.0
19995,5,3,1992,11,DM,F,37.0,55.0
18934,8,7,1991,20,PF,M,14.0,9.0
14614,6,12,1988,8,DM,M,38.0,43.0
11850,9,7,1986,3,PP,F,20.0,21.0
18273,1,12,1991,11,DO,M,37.0,55.0
15604,2,5,1989,9,DM,F,36.0,43.0
16587,10,8,1989,4,DM,F,37.0,45.0
4834,9,30,1981,5,DM,M,38.0,51.0
4483,5,4,1981,5,DM,M,37.0,45.0
6742,10,23,1982,5,DM,F,36.0,42.0
12203,1,31,1987,19,PM,F,19.0,25.0
12931,6,30,1987,24,DM,F,37.0,44.0
19356,11,15,1991,16,RM,M,16.0,8.0
33571,3,13,2002,1,DO,M,35.0,46.0
10967,11,16,1985,21,RM,M,16.0,9.0
14837,8,10,1988,5,PP,F,22.0,17.0
7387,2,27,1983,16,RM,F,16.0,12.0
23289,1,28,1996,15,PF,M,16.0,11.0
11230,3,8,1986,21,RM,F,15.0,11.0
8866,2,5,1984,4,DM,M,36.0,45.0
5052,11,23,1981,8,DS,M,53.0,142.0
3794,1,12,1981,1,DO,M,36.0,49.0
7578,3,15,1983,2,PE,M,21.0,26.0
8394,9,11,1983,2,NL,F,32.0,161.0
17255,3,29,1990,22,DM,F,39.0,39.0
9219,5,27,1984,12,DM,F,36.0,24.0
24521,9,22,1996,6,PB,F,26.0,29.0
9510,8,26,1984,11,DM,F,34.0,43.0
1112,8,4,1978,17,DM,M,35.0,37.0
24354,8,15,1996,9,PP,M,23.0,13.0
34207,6,15,2002,12,DO,M,36.0,54.0
29469,4,17,1999,17,DM,M,37.0,47.0
10801,9,22,1985,5,DM,F,36.0,42.0
3826,1,31,1981,18,DS,M,48.0,122.0
33444,2,9,2002,17,PP,F,22.0,17.0
23551,3,23,1996,20,PP,M,24.0,19.0
15174,12,13,1988,16,RM,F,15.0,8.0
25368,3,16,1997,8,DO,M,37.0,37.0
23760,4,15,1996,13,PM,F,21.0,22.0
20701,3,17,1993,1,DM,M,34.0,44.0
17598,6,21,1990,6,PF,M,15.0,7.0
5406,2,23,1982,15,PE,F,20.0,23.0
30900,7,1,2000,1,DM,M,35.0,38.0
17589,6,21,1990,17,DO,M,36.0,60.0
21004,7,15,1993,3,PP,F,21.0,18.0
19238,11,13,1991,2,OT,M,20.0,25.0
8440,10,15,1983,14,OL,M,21.0,38.0
4397,5,3,1981,17,DS,M,48.0,142.0
5316,1,25,1982,4,DM,M,36.0,36.0
23086,12,3,1995,14,DM,M,38.0,54.0
24687,11,16,1996,22,OT,F,22.0,25.0
23946,5,23,1996,18,PP,M,23.0,20.0
17434,4,26,1990,6,PP,F,21.0,17.0
20036,5,30,1992,2,OT,M,19.0,28.0
28082,6,27,1998,17,DM,F,37.0,39.0
7215,1,12,1983,15,PM,M,21.0,21.0
15092,11,6,1988,15,PE,F,19.0,24.0
12026,11,16,1986,4,OL,F,21.0,32.0
10948,10,13,1985,8,DM,M,38.0,51.0
22854,10,28,1995,12,OT,F,21.0,22.0
18908,7,13,1991,9,DM,M,33.0,43.0
6843,10,24,1982,24,PE,M,21.0,19.0
30827,6,4,2000,4,PB,F,26.0,31.0
29242,2,21,1999,4,DM,F,35.0,39.0
30519,3,5,2000,6,PB,F,26.0,24.0
34466,7,13,2002,18,PB,F,25.0,25.0
18804,6,14,1991,9,DM,M,34.0,36.0
35276,12,7,2002,20,PP,F,22.0,15.0
7412,2,27,1983,6,DM,M,37.0,45.0
24728,11,17,1996,4,PF,F,16.0,7.0
32181,6,25,2001,18,PB,F,27.0,22.0
34870,10,6,2002,3,PB,F,26.0,36.0
17293,3,29,1990,18,RM,F,16.0,14.0
16661,11,5,1989,9,DO,M,36.0,51.0
20521,12,21,1992,20,RM,F,15.0,10.0
33271,12,15,2001,17,PB,F,27.0,32.0
27159,11,22,1997,15,PM,M,20.0,16.0
15684,3,12,1989,12,NL,F,33.0,123.0
1681,3,31,1979,5,DS,M,54.0,142.0
1761,4,29,1979,5,DS,M,52.0,143.0
17117,2,24,1990,21,RM,M,17.0,10.0
6735,10,23,1982,23,PF,M,16.0,5.0
5841,5,21,1982,20,RM,F,15.0,11.0
27385,12,29,1997,11,DM,F,34.0,44.0
9833,1,19,1985,14,PM,F,21.0,22.0
6787,10,23,1982,21,DM,F,36.0,38.0
23486,2,25,1996,15,DM,F,37.0,43.0
23423,2,25,1996,14,PF,M,16.0,10.0
23372,2,24,1996,24,RM,M,20.0,14.0
35056,11,9,2002,21,PB,M,27.0,45.0
29860,10,9,1999,1,DO,M,34.0,59.0
14821,8,10,1988,3,PP,F,22.0,12.0
9779,12,31,1984,13,DM,M,37.0,33.0
28652,10,24,1998,1,DO,M,34.0,54.0
32419,8,25,2001,18,PF,F,16.0,11.0
25293,3,16,1997,6,PB,M,30.0,53.0
15128,11,6,1988,9,DM,M,36.0,37.0
20140,7,4,1992,14,PP,F,22.0,19.0
30423,3,4,2000,1,DO,M,35.0,46.0
12059,11,16,1986,5,DO,M,36.0,56.0
13977,1,24,1988,2,NL,F,34.0,161.0
8532,10,16,1983,3,DM,F,34.0,42.0
7512,3,14,1983,21,PF,M,16.0,7.0
15002,10,9,1988,11,DM,F,36.0,40.0
24899,12,19,1996,8,DM,F,37.0,38.0
21530,4,11,1994,11,DM,M,38.0,43.0
942,6,8,1978,20,DM,M,32.0,48.0
15262,12,14,1988,7,PE,F,21.0,28.0
5247,1,24,1982,18,DM,F,35.0,27.0
22152,3,5,1995,11,DM,M,38.0,47.0
238,9,13,1977,2,PE,M,20.0,19.0
12219,1,31,1987,16,DO,F,33.0,43.0
15741,3,13,1989,17,PE,F,21.0,24.0
34158,5,16,2002,14,DM,M,36.0,48.0
15894,4,1,1989,2,RM,M,17.0,10.0
6362,8,15,1982,17,DM,F,35.0,35.0
11081,11,17,1985,1,OT,F,20.0,21.0
5126,12,31,1981,14,DS,M,49.0,110.0
15952,4,2,1989,7,PE,F,21.0,27.0
3642,12,16,1980,23,DM,F,37.0,44.0
25443,4,12,1997,12,DM,M,35.0,44.0
19681,2,7,1992,3,NL,F,35.0,174.0
23635,3,24,1996,15,DM,M,39.0,48.0
11906,10,4,1986,18,DM,F,34.0,31.0
10929,10,13,1985,8,DM,F,39.0,44.0
21521,4,11,1994,6,PF,M,17.0,7.0
8998,4,9,1984,24,DO,F,36.0,46.0
6747,10,23,1982,17,DM,F,35.0,33.0
28235,7,18,1998,1,PP,F,23.0,17.0
7252,1,13,1983,8,DO,F,37.0,49.0
7740,4,17,1983,1,DS,M,47.0,78.0
34585,7,14,2002,11,DO,M,37.0,52.0
4495,6,4,1981,8,DS,M,54.0,133.0
20430,10,18,1992,7,RM,M,17.0,13.0
5442,2,23,1982,13,DS,M,49.0,138.0
5076,11,23,1981,2,PE,F,21.0,19.0
32809,10,13,2001,1,DM,M,37.0,44.0
28287,7,19,1998,5,OT,M,21.0,22.0
17374,4,24,1990,1,BA,M,14.0,7.0
31453,10,1,2000,4,DM,M,35.0,29.0
20702,3,17,1993,17,DM,M,36.0,50.0
26021,6,9,1997,4,PF,F,14.0,8.0
4993,11,22,1981,18,OL,M,21.0,24.0
29501,4,18,1999,3,PB,M,26.0,26.0
30182,1,8,2000,12,DO,M,36.0,63.0
32647,9,22,2001,17,DM,M,36.0,49.0
11328,3,9,1986,1,DM,M,38.0,51.0
16625,11,4,1989,19,PE,M,20.0,19.0
23913,5,23,1996,2,PP,F,21.0,13.0
18477,3,13,1991,17,DO,F,36.0,49.0
12043,11,16,1986,1,DM,M,33.0,32.0
12602,4,6,1987,2,NL,M,34.0,260.0
3533,11,9,1980,9,DS,F,50.0,117.0
11909,10,4,1986,22,DM,F,34.0,32.0
35181,11,10,2002,16,DO,F,38.0,56.0
929,5,19,1978,1,DS,M,48.0,54.0
28836,11,21,1998,19,PB,F,25.0,27.0
23413,2,25,1996,9,OL,M,23.0,26.0
34090,5,16,2002,6,PB,F,25.0,17.0
4643,7,7,1981,20,DS,M,46.0,85.0
13355,9,26,1987,24,OT,M,20.0,21.0
33255,12,15,2001,18,PB,F,26.0,31.0
13578,10,25,1987,1,DM,M,37.0,43.0
32643,9,22,2001,17,DM,F,35.0,57.0
4845,9,30,1981,5,DM,M,37.0,52.0
23190,12,22,1995,4,DM,M,40.0,50.0
24076,6,13,1996,19,PF,M,16.0,10.0
15190,12,13,1988,22,DS,M,53.0,134.0
20882,5,23,1993,15,RM,F,17.0,9.0
409,11,14,1977,12,DM,F,36.0,38.0
13851,1,23,1988,6,DM,M,34.0,45.0
6785,10,23,1982,5,DM,F,37.0,45.0
8418,9,11,1983,9,DM,F,34.0,39.0
10537,7,23,1985,20,NL,F,29.0,111.0
13292,8,26,1987,1,NL,F,27.0,133.0
27391,12,29,1997,14,DM,F,35.0,46.0
17368,3,30,1990,11,DM,F,35.0,41.0
13218,8,25,1987,23,RM,F,14.0,15.0
14600,6,12,1988,8,DS,M,54.0,141.0
25525,4,12,1997,12,DM,F,36.0,51.0
9663,10,20,1984,12,DM,F,35.0,40.0
35424,12,29,2002,19,PP,M,21.0,16.0
14730,7,15,1988,4,DS,F,53.0,97.0
6826,10,24,1982,18,DM,F,35.0,44.0
10869,10,12,1985,12,OT,F,21.0,23.0
18863,7,13,1991,13,RM,M,15.0,8.0
25577,4,13,1997,4,PP,F,24.0,19.0
5682,4,28,1982,10,PM,M,20.0,17.0
14123,2,22,1988,2,DM,F,36.0,42.0
16138,6,3,1989,19,PE,M,20.0,22.0
5440,2,23,1982,15,RM,M,16.0,9.0
25298,3,16,1997,6,RM,M,17.0,12.0
8461,10,15,1983,18,DM,F,36.0,43.0
19535,12,8,1991,6,RM,M,15.0,11.0
17430,4,26,1990,3,SH,F,31.0,85.0
22302,6,7,1995,17,DM,F,36.0,44.0
14311,3,21,1988,4,DM,M,37.0,42.0
20902,6,18,1993,18,SF,M,22.0,24.0
8163,8,15,1983,18,DM,F,37.0,33.0
20114,7,3,1992,1,OL,M,21.0,35.0
14874,9,11,1988,23,NL,M,34.0,112.0
28754,10,25,1998,6,PM,F,20.0,20.0
9767,12,31,1984,2,DM,F,37.0,34.0
21767,9,6,1994,21,PP,F,22.0,15.0
3800,1,12,1981,5,DM,M,37.0,56.0
16737,12,4,1989,7,RM,F,17.0,8.0
13255,8,26,1987,3,SH,F,30.0,78.0
29313,3,14,1999,2,DS,F,52.0,153.0
20278,8,29,1992,12,DM,F,30.0,44.0
23717,4,14,1996,19,PF,M,17.0,8.0
16804,12,5,1989,4,RM,F,16.0,9.0
31956,4,21,2001,24,DO,F,36.0,76.0
5646,3,30,1982,16,RM,M,16.0,9.0
644,2,20,1978,18,DM,M,38.0,45.0
20943,6,19,1993,3,PP,M,21.0,18.0
10365,4,21,1985,9,DM,M,35.0,39.0
7986,6,17,1983,19,PF,F,16.0,7.0
3578,12,15,1980,4,PF,F,16.0,7.0
13561,10,24,1987,6,PE,F,21.0,22.0
292,10,17,1977,3,DO,F,36.0,33.0
21892,11,1,1994,1,DM,F,36.0,36.0
1034,7,7,1978,17,DM,M,35.0,35.0
19331,11,15,1991,13,PE,M,20.0,24.0
22220,4,2,1995,14,DM,M,37.0,49.0
6722,10,23,1982,15,DM,M,36.0,43.0
26725,7,30,1997,11,PF,F,15.0,7.0
29985,11,6,1999,21,PP,M,22.0,13.0
30474,3,4,2000,17,PP,M,22.0,19.0
13569,10,25,1987,7,PE,M,20.0,22.0
34940,10,6,2002,14,DM,M,34.0,52.0
13915,1,23,1988,24,NL,F,33.0,148.0
1205,9,3,1978,8,DS,F,52.0,122.0
26713,7,30,1997,9,DM,F,36.0,38.0
31486,10,1,2000,13,PB,F,25.0,28.0
2529,2,25,1980,15,RM,M,15.0,8.0
30120,12,6,1999,6,PB,M,24.0,19.0
21628,6,14,1994,7,PP,F,22.0,17.0
6792,10,24,1982,18,OL,M,22.0,42.0
21819,10,12,1994,1,DM,F,36.0,43.0
20941,6,19,1993,11,DM,F,37.0,45.0
649,2,20,1978,16,DM,M,35.0,48.0
20916,6,18,1993,17,PP,F,19.0,15.0
21546,4,11,1994,15,RM,M,16.0,8.0
22455,7,20,1995,22,DM,M,37.0,50.0
32031,4,22,2001,15,PP,M,22.0,22.0
23791,4,15,1996,3,PP,F,23.0,24.0
2095,10,24,1979,17,DS,M,51.0,123.0
18488,3,13,1991,20,PF,M,14.0,9.0
16754,12,4,1989,12,RM,F,17.0,10.0
7299,1,13,1983,3,DM,M,37.0,47.0
22145,3,5,1995,14,DM,M,37.0,51.0
34151,5,16,2002,13,PB,M,26.0,41.0
543,1,9,1978,4,DS,M,49.0,132.0
25555,4,12,1997,1,DO,M,36.0,36.0
17188,2,25,1990,4,DM,M,37.0,49.0
24758,11,17,1996,4,DM,M,38.0,48.0
26274,7,9,1997,23,PM,F,20.0,12.0
16668,11,5,1989,3,RM,F,17.0,13.0
23616,3,24,1996,3,PF,F,16.0,8.0
18162,12,16,1990,4,DM,F,37.0,40.0
4078,4,5,1981,22,DS,F,50.0,140.0
15663,2,5,1989,3,OT,M,21.0,23.0
8646,11,13,1983,9,DO,M,36.0,49.0
933,5,19,1978,2,PP,F,20.0,13.0
22752,9,24,1995,3,PF,M,21.0,9.0
27963,5,29,1998,4,DM,F,37.0,43.0
1631,2,24,1979,22,DS,F,52.0,127.0
25976,6,9,1997,1,DO,M,36.0,49.0
24359,8,15,1996,5,OT,F,21.0,22.0
20361,9,26,1992,18,OL,F,19.0,35.0
18446,3,13,1991,23,RM,M,17.0,10.0
4831,9,29,1981,21,NL,F,32.0,165.0
27338,12,28,1997,12,DM,M,37.0,43.0
10726,8,20,1985,3,PP,M,20.0,17.0
26614,7,29,1997,12,PP,M,22.0,14.0
25332,3,16,1997,13,PF,F,16.0,8.0
8246,8,16,1983,7,PM,M,21.0,20.0
16747,12,4,1989,12,OT,M,22.0,24.0
10075,3,16,1985,18,PM,F,20.0,21.0
31978,4,21,2001,21,PB,M,27.0,35.0
21561,5,18,1994,19,PF,M,16.0,6.0
978,6,8,1978,21,OT,M,18.0,12.0
35533,12,31,2002,14,DM,F,36.0,48.0
12147,12,15,1986,11,DM,M,34.0,40.0
8055,7,16,1983,13,DM,F,35.0,28.0
21425,2,22,1994,5,DM,F,37.0,42.0
15587,2,5,1989,9,PE,F,21.0,24.0
15047,11,5,1988,18,PE,M,21.0,22.0
1756,4,29,1979,2,NL,M,33.0,166.0
17750,8,16,1990,17,DO,M,37.0,60.0
17587,6,21,1990,24,PE,M,20.0,21.0
34127,5,16,2002,9,DM,F,35.0,64.0
26048,6,10,1997,12,PM,M,20.0,20.0
7404,2,27,1983,15,OL,M,21.0,33.0
31657,12,22,2000,21,PB,F,26.0,30.0
20138,7,4,1992,13,PP,M,21.0,19.0
1968,8,21,1979,14,OL,F,20.0,24.0
4697,7,30,1981,15,OL,M,21.0,39.0
31811,3,3,2001,22,PB,F,26.0,27.0
5627,3,30,1982,17,OT,F,21.0,31.0
27243,11,22,1997,8,DM,M,35.0,42.0
31196,8,25,2000,1,DO,M,35.0,51.0
8131,7,17,1983,1,DS,F,50.0,117.0
33907,4,17,2002,15,PB,M,25.0,23.0
33062,11,17,2001,18,PB,F,26.0,25.0
17047,1,29,1990,12,DO,F,37.0,50.0
16202,6,4,1989,14,PE,M,19.0,18.0
24834,12,18,1996,1,DO,F,32.0,43.0
6440,8,16,1982,8,PM,F,20.0,23.0
13557,10,24,1987,17,NL,F,30.0,142.0
31685,12,23,2000,11,DM,F,36.0,39.0
26398,7,9,1997,20,PF,F,15.0,8.0
32923,10,14,2001,4,PB,F,22.0,23.0
28884,11,22,1998,5,RM,M,17.0,11.0
20896,6,18,1993,1,DM,M,36.0,47.0
8748,12,8,1983,14,DO,F,36.0,48.0
28837,11,21,1998,19,PB,F,24.0,31.0
10193,4,20,1985,12,DO,M,32.0,49.0
14785,8,9,1988,6,PE,M,20.0,20.0
22197,4,2,1995,6,RM,M,17.0,13.0
25642,4,13,1997,4,DM,M,38.0,49.0
21739,8,18,1994,14,DM,M,37.0,46.0
8170,8,15,1983,12,OT,M,20.0,25.0
5861,5,21,1982,24,PM,M,18.0,23.0
10817,9,22,1985,4,DM,M,36.0,52.0
10712,8,20,1985,3,PP,M,25.0,28.0
28967,12,22,1998,22,PB,F,26.0,28.0
35068,11,9,2002,24,RM,F,16.0,16.0
25674,4,13,1997,3,PP,M,20.0,23.0
23179,12,22,1995,14,DM,F,37.0,49.0
25613,4,13,1997,8,DO,M,35.0,33.0
14855,9,11,1988,24,NL,F,35.0,174.0
31390,9,30,2000,2,PB,M,26.0,30.0
3377,10,12,1980,15,OT,M,20.0,11.0
3879,2,1,1981,1,DO,M,36.0,52.0
26840,9,27,1997,18,PM,M,22.0,27.0
25912,5,11,1997,9,DO,M,37.0,49.0
22133,3,5,1995,8,DO,F,36.0,27.0
21200,10,16,1993,8,DM,F,33.0,21.0
14669,7,14,1988,1,DM,M,35.0,45.0
9087,5,12,1984,17,DM,F,36.0,36.0
16647,11,4,1989,22,PE,M,21.0,17.0
24025,6,13,1996,22,PP,M,23.0,12.0
7349,2,26,1983,17,DM,F,37.0,41.0
2392,1,16,1980,2,OT,F,19.0,20.0
15548,2,4,1989,12,DO,M,36.0,51.0
30312,2,5,2000,12,PB,M,25.0,24.0
3684,12,16,1980,13,DM,M,40.0,52.0
19034,9,9,1991,1,DO,M,36.0,54.0
7815,5,14,1983,12,OT,M,20.0,16.0
7669,4,16,1983,12,DM,F,38.0,47.0
6886,10,24,1982,6,DS,M,54.0,129.0
31476,10,1,2000,8,DM,M,36.0,43.0
5380,2,22,1982,17,RM,M,16.0,11.0
8658,11,13,1983,5,DM,M,36.0,42.0
2344,1,16,1980,5,DM,F,35.0,39.0
32194,6,25,2001,17,PB,M,27.0,37.0
34062,5,16,2002,3,PB,M,29.0,39.0
3544,12,15,1980,9,DO,M,35.0,56.0
25389,3,16,1997,8,PF,M,16.0,7.0
30046,11,7,1999,14,DM,M,35.0,39.0
4723,7,31,1981,24,DM,F,36.0,46.0
26370,7,9,1997,11,OT,M,21.0,29.0
14435,4,19,1988,1,DM,M,38.0,44.0
32138,5,27,2001,14,DM,F,36.0,36.0
19856,3,8,1992,8,OT,M,22.0,24.0
33636,3,13,2002,20,PB,M,27.0,41.0
16187,6,4,1989,11,RM,M,17.0,10.0
19091,9,11,1991,4,PF,F,16.0,7.0
14079,2,21,1988,19,RM,F,16.0,8.0
4888,10,24,1981,22,DS,F,51.0,137.0
8979,3,13,1984,9,OL,M,22.0,41.0
410,11,14,1977,5,DS,M,53.0,137.0
33182,11,18,2001,8,PB,F,27.0,31.0
29664,5,16,1999,8,DO,M,34.0,38.0
33254,12,15,2001,18,PB,M,28.0,50.0
35269,12,7,2002,20,OT,M,20.0,23.0
25665,4,13,1997,4,PF,F,15.0,9.0
11028,11,17,1985,11,OT,M,20.0,25.0
19641,2,6,1992,18,OL,F,20.0,23.0
8015,6,18,1983,1,DO,F,36.0,47.0
5071,11,23,1981,2,PE,M,19.0,19.0
3973,3,9,1981,2,DS,F,53.0,159.0
10032,2,17,1985,11,DM,F,35.0,32.0
29409,3,15,1999,13,PB,F,26.0,36.0
34102,5,16,2002,6,PP,M,23.0,17.0
22374,6,27,1995,21,PP,F,21.0,20.0
24555,10,12,1996,1,PB,F,26.0,34.0
23585,3,23,1996,20,RM,M,18.0,11.0
25568,4,13,1997,11,DO,M,34.0,55.0
2005,8,23,1979,9,DM,F,35.0,48.0
32279,7,22,2001,6,PB,F,26.0,29.0
33759,4,16,2002,6,DO,F,37.0,54.0
35133,11,10,2002,9,DM,M,36.0,47.0
21431,2,22,1994,8,DM,M,39.0,50.0
25133,2,9,1997,9,DM,F,36.0,43.0
17096,1,30,1990,13,RM,M,17.0,10.0
23290,1,28,1996,5,PF,M,16.0,9.0
520,1,8,1978,3,PF,M,15.0,7.0
24591,10,12,1996,17,DM,F,36.0,45.0
5875,5,21,1982,22,DS,M,48.0,67.0
18711,5,14,1991,4,DM,M,35.0,44.0
4942,10,26,1981,8,PF,F,15.0,9.0
25599,4,13,1997,3,PE,F,20.0,23.0
29959,11,6,1999,19,PB,F,26.0,44.0
20527,12,21,1992,12,NL,M,31.0,167.0
1268,9,4,1978,1,DS,F,48.0,123.0
11437,5,10,1986,24,DM,M,37.0,45.0
8571,11,12,1983,14,DS,M,50.0,105.0
9982,2,17,1985,4,DM,M,34.0,36.0
10087,3,17,1985,3,PE,F,20.0,26.0
21573,5,18,1994,21,PF,M,17.0,7.0
13382,9,26,1987,24,PM,M,21.0,19.0
32978,10,14,2001,8,OT,M,20.0,26.0
30996,7,2,2000,3,PB,F,25.0,37.0
23954,5,24,1996,14,DM,M,39.0,56.0
9760,12,31,1984,8,DS,M,52.0,142.0
10107,3,17,1985,13,DM,M,36.0,39.0
7598,3,15,1983,8,PF,F,15.0,5.0
11944,10,5,1986,5,DM,F,36.0,42.0
23060,12,3,1995,15,RM,M,16.0,8.0
7710,4,16,1983,12,DS,F,50.0,103.0
5887,5,21,1982,12,DM,F,36.0,49.0
9654,10,20,1984,17,DO,F,35.0,52.0
1228,9,3,1978,8,DM,F,36.0,40.0
26101,6,10,1997,12,OT,M,20.0,28.0
9647,10,20,1984,6,DO,M,36.0,46.0
32448,8,25,2001,21,PB,M,27.0,36.0
3199,8,13,1980,8,OL,F,21.0,34.0
32490,8,26,2001,4,DM,F,38.0,51.0
9152,5,13,1984,2,DO,F,36.0,50.0
33748,4,16,2002,6,PB,M,26.0,38.0
23305,1,28,1996,14,DM,F,37.0,54.0
31006,7,2,2000,4,PB,M,25.0,21.0
25216,3,15,1997,1,PM,M,20.0,23.0
10359,4,21,1985,11,DM,M,36.0,40.0
17206,2,25,1990,11,DM,M,38.0,50.0
6337,8,15,1982,18,DS,M,48.0,126.0
2082,10,24,1979,8,DO,F,33.0,47.0
7386,2,27,1983,20,DM,F,36.0,40.0
1364,10,8,1978,14,DS,F,50.0,121.0
8512,10,16,1983,1,DM,F,35.0,38.0
30613,4,30,2000,12,OT,M,21.0,29.0
12578,4,6,1987,5,PM,F,21.0,26.0
27990,5,29,1998,9,DM,M,38.0,50.0
26223,6,11,1997,13,PB,M,25.0,18.0
30253,1,10,2000,9,RM,F,15.0,16.0
6604,9,19,1982,24,DO,M,35.0,54.0
1500,12,2,1978,8,DO,M,33.0,52.0
22136,3,5,1995,8,DO,M,36.0,26.0
9487,8,25,1984,18,DM,M,33.0,48.0
6528,9,18,1982,2,DM,M,34.0,45.0
33989,5,15,2002,19,PB,F,26.0,33.0
19985,5,3,1992,8,DM,M,36.0,45.0
30765,6,3,2000,18,SH,M,26.0,35.0
19983,5,3,1992,6,PP,F,21.0,21.0
33218,11,18,2001,16,PB,F,26.0,23.0
28594,9,20,1998,8,PB,M,27.0,38.0
24439,9,21,1996,7,PP,F,23.0,21.0
16978,1,7,1990,4,DS,M,51.0,126.0
16976,1,7,1990,9,DM,F,37.0,40.0
15721,3,12,1989,12,PE,F,21.0,26.0
15127,11,6,1988,7,NL,M,33.0,180.0
23514,3,23,1996,22,DM,M,39.0,53.0
9473,8,25,1984,22,PP,M,22.0,15.0
24693,11,16,1996,22,DM,M,36.0,40.0
15583,2,5,1989,10,RF,F,17.0,13.0
21658,7,8,1994,12,DM,F,35.0,42.0
31128,7,22,2000,18,PB,M,26.0,31.0
10797,9,22,1985,8,DM,M,36.0,39.0
5862,5,21,1982,20,PF,M,17.0,8.0
11551,6,4,1986,14,DM,F,35.0,41.0
10515,6,16,1985,2,DO,F,36.0,54.0
34002,5,15,2002,17,DM,M,35.0,41.0
15303,12,14,1988,14,PE,M,19.0,23.0
3458,11,9,1980,3,DM,M,37.0,45.0
27184,11,22,1997,21,PB,M,26.0,27.0
975,6,8,1978,17,DM,F,35.0,43.0
15574,2,5,1989,8,OT,M,20.0,23.0
1093,7,8,1978,1,DS,M,51.0,101.0
